Index, Position, Quaternion, EulerAngles, Scale, Label
8, (-1.12, 2.80, -15.00), (0.04614, 0.86425, 0.50095, -0.00153), (300.00, 175.00, 9.00), 2.470271, Med_Ins
8, (0.68, -2.46, -15.00), (0.56735, 0.74045, -0.26358, 0.24570), (42.00, 175.00, 73.00), 2.559079, FracturePlate_1x_MedScrewCut1
9, (3.91, 0.94, -15.00), (-0.53531, -0.53522, -0.48745, 0.43517), (279.00, 159.00, 108.00), 0.9392378, Lat_Ins
9, (0.44, 0.44, -15.00), (-0.85637, -0.12402, 0.45205, 0.21658), (345.00, 239.00, 155.00), 2.185885, FracturePlate_1x_MedScrewCut1 (1)
9, (5.54, 2.79, -15.00), (0.31278, -0.65323, -0.64678, -0.23904), (276.00, 242.00, 252.00), 2.660578, FracturePlate_1x_LatScrewCut1
10, (0.67, 2.03, -15.00), (-0.89297, 0.13762, -0.41175, -0.11884), (19.00, 132.00, 189.00), 1.825903, Med_Ins
10, (-4.57, -1.53, -15.00), (-0.67103, -0.03018, 0.10379, 0.73351), (282.00, 298.00, 68.00), 2.669474, FracturePlate_1x_MedScrewCut1
10, (5.51, -0.74, -15.00), (0.30100, -0.16977, 0.93341, -0.09653), (15.00, 38.00, 197.00), 2.772434, Lat_Ins
10, (-2.54, 0.77, -15.00), (0.67265, 0.15375, 0.57879, 0.43463), (24.00, 87.00, 129.00), 2.392574, FracturePlate_1x_LatScrewCut1
11, (3.28, -1.76, -15.00), (-0.32283, -0.74013, 0.58708, -0.05774), (65.00, 224.00, 76.00), 0.7955618, FracturePlate_1x_MedScrewCut1
11, (-4.87, 2.82, -15.00), (0.67039, -0.30894, 0.07553, 0.67039), (71.00, 254.00, 286.00), 2.831088, FracturePlate_1x_LatScrewCut1
12, (0.10, -2.36, -15.00), (0.58791, -0.02037, 0.63429, 0.50163), (38.00, 67.00, 129.00), 1.89018, Med_Ins
12, (1.33, -0.49, -15.00), (-0.86255, 0.33188, -0.36457, -0.11384), (26.00, 142.00, 213.00), 1.496933, FracturePlate_1x_MedScrewCut1 (1)
12, (-4.51, -1.25, -15.00), (0.25267, 0.68824, -0.65800, 0.17180), (83.00, 232.00, 87.00), 2.586977, FracturePlate_1x_LatScrewCut1
13, (6.80, -0.46, -15.00), (0.47528, -0.38204, 0.51922, 0.59880), (75.00, 8.00, 88.00), 2.339627, FracturePlate_1x_LatScrewCut1
13, (0.09, -2.26, -15.00), (-0.84739, 0.17169, -0.43535, 0.25085), (344.00, 121.00, 212.00), 1.147648, FracturePlate_1x_MedScrewCut1 (1)
13, (-3.29, 2.32, -15.00), (-0.45008, 0.30309, 0.25381, 0.80072), (299.00, 32.00, 16.00), 2.624044, FracturePlate_1x_LatScrewCut1 (1)
14, (-1.19, 0.92, -15.00), (-0.65567, 0.21143, -0.72320, 0.04872), (14.00, 87.00, 201.00), 1.340324, FracturePlate_1x_MedScrewCut1 (1)
14, (2.38, -0.62, -15.00), (0.44363, 0.41239, -0.70684, -0.36537), (15.00, 286.00, 114.00), 2.761951, FracturePlate_1x_LatScrewCut1
15, (1.19, -2.82, -15.00), (-0.70492, 0.16180, 0.20387, 0.65981), (275.00, 238.00, 152.00), 2.308372, FracturePlate_1x_LatScrewCut1 (1)
15, (-3.47, 2.22, -15.00), (0.29955, 0.03544, 0.95308, 0.02541), (357.00, 35.00, 176.00), 2.325625, FracturePlate_1x_MedScrewCut1 (1)
15, (3.27, -0.09, -15.00), (0.66358, 0.64752, -0.25678, 0.27285), (44.00, 179.00, 91.00), 0.8548954, Lat_Ins
16, (-0.50, -0.32, -15.00), (0.58768, 0.26681, -0.76089, 0.06703), (29.00, 281.00, 166.00), 1.067812, FracturePlate_1x_MedScrewCut1
17, (1.64, 0.33, -15.00), (-0.46407, 0.07564, -0.10088, -0.87678), (56.00, 356.00, 11.00), 1.710957, FracturePlate_1x_LatScrewCut1 (1)
17, (0.27, 1.05, -15.00), (-0.31804, 0.46390, 0.06863, 0.82397), (324.00, 63.00, 347.00), 1.076814, Med_Ins
17, (1.22, 0.28, -15.00), (-0.36581, -0.75223, -0.38688, 0.38815), (300.00, 217.00, 30.00), 1.787774, FracturePlate_1x_MedScrewCut1 (1)
18, (-0.71, -0.04, -15.00), (-0.16607, 0.52413, -0.61010, -0.57051), (56.00, 315.00, 69.00), 1.55509, FracturePlate_1x_LatScrewCut1 (1)
18, (-4.95, 2.16, -15.00), (-0.33210, -0.86304, -0.26864, 0.26963), (320.00, 202.00, 34.00), 1.561959, FracturePlate_1x_MedScrewCut1 (1)
19, (0.00, -2.25, -15.00), (-0.83974, -0.41178, -0.35379, 0.01051), (342.00, 142.00, 134.00), 2.375553, FracturePlate_1x_MedScrewCut1
19, (-3.08, 0.95, -15.00), (-0.12311, -0.06980, 0.32573, -0.93481), (16.00, 3.00, 322.00), 1.730988, Med_Ins
19, (-6.54, -0.24, -15.00), (-0.35979, 0.73960, 0.49381, 0.28229), (291.00, 170.00, 315.00), 0.953395, FracturePlate_1x_MedScrewCut1 (1)
20, (5.24, -0.50, -15.00), (0.13796, -0.64367, 0.68205, 0.31852), (75.00, 301.00, 83.00), 2.436867, FracturePlate_1x_LatScrewCut1 (1)
20, (0.03, 1.22, -15.00), (0.68015, -0.51195, -0.15031, 0.50270), (32.00, 238.00, 272.00), 1.359957, FracturePlate_1x_MedScrewCut1 (1)
20, (-1.05, 2.55, -15.00), (0.48470, 0.53740, 0.54492, -0.42347), (275.00, 123.00, 137.00), 2.032764, Lat_Ins
20, (-6.30, -0.19, -15.00), (0.62013, -0.48696, -0.60717, 0.09826), (332.00, 254.00, 235.00), 1.521944, Med_Ins
21, (-2.96, -1.22, -15.00), (0.57608, 0.42927, -0.46904, 0.51366), (84.00, 252.00, 173.00), 2.260691, Med_Ins
21, (1.56, 1.12, -15.00), (-0.48319, 0.16906, 0.85308, -0.10103), (349.00, 299.00, 200.00), 1.187843, FracturePlate_1x_MedScrewCut1 (1)
21, (6.17, -1.04, -15.00), (0.65511, -0.03806, -0.38714, 0.64769), (55.00, 284.00, 254.00), 1.22942, Lat_Ins
21, (-6.65, 2.24, -15.00), (-0.07065, -0.44764, -0.52723, 0.71879), (325.00, 316.00, 302.00), 0.8748636, FracturePlate_1x_LatScrewCut1 (1)
22, (6.72, -0.42, -15.00), (0.62507, -0.24389, 0.61402, 0.41566), (55.00, 80.00, 159.00), 2.791228, FracturePlate_1x_LatScrewCut1 (1)
22, (-1.84, 0.47, -15.00), (-0.18859, 0.67191, 0.31778, 0.64186), (318.00, 88.00, 12.00), 2.560162, FracturePlate_1x_LatScrewCut1
23, (2.79, -2.74, -15.00), (-0.74298, -0.30672, -0.28359, 0.52296), (288.00, 161.00, 149.00), 2.252725, FracturePlate_1x_LatScrewCut1
24, (5.42, 0.05, -15.00), (-0.74626, -0.48387, -0.20885, 0.40663), (306.00, 188.00, 110.00), 1.478436, Med_Ins
24, (-5.88, -0.25, -15.00), (0.40284, -0.63268, 0.49058, 0.44359), (78.00, 233.00, 339.00), 1.852618, FracturePlate_1x_MedScrewCut1 (1)
25, (-4.76, -0.23, -15.00), (0.70957, 0.10633, 0.52937, 0.45273), (32.00, 92.00, 132.00), 1.843703, FracturePlate_1x_LatScrewCut1 (1)
25, (-4.21, 1.91, -15.00), (0.57560, 0.40348, -0.26698, 0.65925), (77.00, 87.00, 30.00), 0.6714043, Lat_Ins
26, (4.06, -0.33, -15.00), (-0.96005, -0.05218, -0.07648, 0.26408), (329.00, 172.00, 176.00), 2.803827, Lat_Ins
26, (4.89, 2.66, -15.00), (0.48116, 0.33715, -0.77765, -0.22379), (18.00, 289.00, 135.00), 2.766268, FracturePlate_1x_MedScrewCut1
27, (-6.95, 2.45, -15.00), (-0.26926, 0.37116, -0.85340, 0.24789), (30.00, 48.00, 226.00), 2.811951, Lat_Ins
27, (2.40, 1.32, -15.00), (-0.31186, 0.23422, 0.91867, 0.06274), (332.00, 322.00, 182.00), 2.842509, FracturePlate_1x_MedScrewCut1
27, (-4.38, 0.05, -15.00), (0.44952, 0.18761, -0.50894, 0.70973), (56.00, 340.00, 278.00), 1.324041, FracturePlate_1x_LatScrewCut1
27, (-4.23, 0.32, -15.00), (-0.35155, 0.62998, -0.69232, -0.01515), (62.00, 95.00, 244.00), 0.7857654, Med_Ins
28, (4.48, -2.90, -15.00), (0.19137, 0.61104, 0.44980, -0.62264), (308.00, 287.00, 328.00), 0.6962171, FracturePlate_1x_MedScrewCut1 (1)
28, (1.49, 2.39, -15.00), (-0.25148, 0.40193, 0.52411, 0.70747), (309.00, 29.00, 59.00), 0.6010932, FracturePlate_1x_LatScrewCut1
29, (-2.04, 1.99, -15.00), (0.88246, -0.17361, 0.43661, 0.02222), (11.00, 129.00, 197.00), 1.487496, Med_Ins
29, (4.05, 2.81, -15.00), (-0.32791, -0.30419, 0.45823, 0.76809), (347.00, 308.00, 68.00), 0.8055136, FracturePlate_1x_MedScrewCut1
29, (-0.87, 2.47, -15.00), (-0.18625, -0.78498, -0.58388, -0.09053), (298.00, 130.00, 58.00), 1.084127, FracturePlate_1x_LatScrewCut1
30, (1.61, 1.49, -15.00), (0.81830, 0.46691, 0.19051, -0.27583), (321.00, 176.00, 122.00), 1.507967, FracturePlate_1x_MedScrewCut1
30, (-5.24, -2.72, -15.00), (0.19133, -0.35104, -0.36006, 0.84293), (4.00, 313.00, 312.00), 1.668984, Med_Ins
31, (-0.37, -2.17, -15.00), (0.47553, 0.62565, -0.58641, 0.19633), (67.00, 233.00, 111.00), 1.712978, FracturePlate_1x_MedScrewCut1 (1)
31, (-1.32, 0.21, -15.00), (0.61861, -0.69921, -0.23746, 0.26840), (0.00, 222.00, 277.00), 1.699364, FracturePlate_1x_MedScrewCut1
32, (-6.94, -2.87, -15.00), (0.41479, -0.78854, -0.40448, -0.20626), (306.00, 181.00, 304.00), 2.023569, FracturePlate_1x_MedScrewCut1 (1)
32, (1.44, -0.21, -15.00), (-0.22079, -0.66147, -0.70200, 0.14456), (277.00, 77.00, 133.00), 1.306319, Lat_Ins
33, (6.16, -2.87, -15.00), (-0.15766, 0.46898, 0.86569, -0.07603), (308.00, 326.00, 207.00), 2.406189, Lat_Ins
33, (3.89, 1.32, -15.00), (-0.46557, 0.57772, 0.54961, 0.38394), (277.00, 214.00, 252.00), 2.056465, FracturePlate_1x_MedScrewCut1 (1)
33, (-6.50, -1.86, -15.00), (0.13269, 0.61246, -0.30076, 0.71891), (34.00, 75.00, 341.00), 2.447651, FracturePlate_1x_LatScrewCut1
33, (3.78, -0.61, -15.00), (-0.80786, 0.21031, -0.28144, -0.47321), (62.00, 147.00, 189.00), 1.454189, Med_Ins
34, (-4.53, -1.16, -15.00), (-0.02021, -0.49237, 0.86787, -0.06299), (59.00, 3.00, 190.00), 0.8621853, Lat_Ins
34, (1.61, 0.66, -15.00), (0.74317, -0.33633, -0.21299, 0.53779), (41.00, 244.00, 255.00), 1.723115, FracturePlate_1x_LatScrewCut1
35, (6.90, -1.62, -15.00), (-0.14683, 0.80418, -0.44976, -0.35979), (56.00, 233.00, 9.00), 0.9823128, FracturePlate_1x_LatScrewCut1
35, (-2.52, -2.99, -15.00), (-0.01988, -0.21218, -0.88124, 0.42189), (337.00, 351.00, 233.00), 1.966114, FracturePlate_1x_MedScrewCut1 (1)
36, (-2.48, 1.91, -15.00), (-0.23527, 0.43850, -0.16404, -0.85174), (33.00, 307.00, 5.00), 2.340512, FracturePlate_1x_LatScrewCut1
36, (-5.10, 2.64, -15.00), (-0.64163, -0.13442, -0.23021, 0.71920), (280.00, 36.00, 294.00), 0.7145877, Med_Ins
36, (-0.36, 2.51, -15.00), (0.34660, 0.56000, -0.57886, 0.48083), (79.00, 46.00, 298.00), 2.81601, Lat_Ins
37, (1.92, -2.71, -15.00), (0.14137, 0.53578, -0.81720, 0.15858), (67.00, 351.00, 196.00), 1.386301, FracturePlate_1x_LatScrewCut1 (1)
38, (2.93, 2.76, -15.00), (-0.55339, 0.44018, -0.23604, 0.66655), (328.00, 90.00, 289.00), 2.380285, FracturePlate_1x_LatScrewCut1
38, (5.82, -0.12, -15.00), (-0.77804, 0.27293, 0.09741, 0.55738), (293.00, 157.00, 234.00), 2.647587, Med_Ins
38, (0.13, 0.14, -15.00), (0.59645, -0.03149, 0.13874, 0.78994), (72.00, 22.00, 36.00), 2.79678, FracturePlate_1x_MedScrewCut1
39, (2.55, 2.67, -15.00), (0.37635, 0.48844, -0.63991, 0.45859), (76.00, 352.00, 245.00), 1.538673, Lat_Ins
39, (3.75, -2.16, -15.00), (-0.05797, -0.06735, -0.61442, 0.78396), (350.00, 358.00, 284.00), 1.435732, Med_Ins
39, (-2.40, 2.30, -15.00), (-0.20316, -0.61206, -0.23923, 0.72586), (324.00, 282.00, 353.00), 1.038445, FracturePlate_1x_LatScrewCut1 (1)
39, (2.71, -2.65, -15.00), (-0.32768, 0.30303, -0.26147, -0.85582), (46.00, 330.00, 21.00), 1.973184, FracturePlate_1x_LatScrewCut1
40, (2.43, -0.04, -15.00), (-0.32132, 0.58865, 0.64053, 0.37411), (276.00, 16.00, 105.00), 2.945292, Med_Ins
40, (1.06, -2.26, -15.00), (-0.41112, 0.69931, 0.40545, 0.42138), (294.00, 141.00, 325.00), 1.531108, Lat_Ins
40, (4.10, 2.00, -15.00), (0.85338, -0.20412, -0.14692, 0.45661), (46.00, 219.00, 224.00), 1.064467, FracturePlate_1x_LatScrewCut1 (1)
41, (2.65, 0.63, -15.00), (-0.32963, 0.22485, -0.78128, 0.47999), (2.00, 47.00, 244.00), 2.78589, FracturePlate_1x_LatScrewCut1 (1)
41, (0.29, -1.07, -15.00), (-0.62655, 0.53331, 0.34178, 0.45410), (291.00, 171.00, 267.00), 1.173443, FracturePlate_1x_MedScrewCut1 (1)
41, (0.41, -1.36, -15.00), (-0.70897, 0.07170, 0.65398, 0.25404), (333.00, 269.00, 165.00), 1.756756, FracturePlate_1x_MedScrewCut1
42, (-5.95, 1.62, -15.00), (-0.67876, -0.20830, -0.21695, 0.66995), (271.00, 118.00, 207.00), 0.9416594, FracturePlate_1x_LatScrewCut1 (1)
42, (-6.12, -2.31, -15.00), (0.44680, 0.11395, 0.02067, 0.88711), (52.00, 21.00, 13.00), 1.269886, Lat_Ins
42, (1.52, 2.99, -15.00), (0.84428, 0.43670, 0.25710, 0.17429), (4.00, 144.00, 124.00), 1.399831, Med_Ins
43, (2.97, 1.48, -15.00), (-0.40490, -0.01667, 0.78130, 0.47471), (339.00, 316.00, 126.00), 0.8350428, Lat_Ins
43, (-0.31, -2.87, -15.00), (0.89611, 0.05024, 0.06631, -0.43597), (308.00, 173.00, 177.00), 1.747326, FracturePlate_1x_LatScrewCut1
43, (6.18, 0.55, -15.00), (-0.38145, -0.56501, -0.02655, 0.73113), (324.00, 275.00, 29.00), 2.298355, Med_Ins
43, (6.30, 2.83, -15.00), (-0.21449, -0.86873, -0.36385, 0.25866), (312.00, 206.00, 16.00), 2.063406, FracturePlate_1x_MedScrewCut1
44, (-6.74, -2.49, -15.00), (0.34540, -0.55310, 0.73755, -0.17548), (44.00, 78.00, 243.00), 1.57983, Lat_Ins
44, (-5.29, -0.52, -15.00), (-0.70364, 0.57276, 0.18452, 0.37787), (312.00, 165.00, 265.00), 1.862818, FracturePlate_1x_LatScrewCut1 (1)
45, (0.09, 2.41, -15.00), (0.52699, -0.48673, 0.45003, 0.53183), (87.00, 236.00, 319.00), 2.558385, FracturePlate_1x_LatScrewCut1 (1)
45, (-0.51, -2.11, -15.00), (-0.02934, -0.91574, -0.23254, -0.32631), (336.00, 138.00, 13.00), 2.072009, FracturePlate_1x_MedScrewCut1 (1)
45, (-5.78, -0.31, -15.00), (-0.02711, 0.61269, 0.32590, 0.71948), (334.00, 74.00, 29.00), 2.404042, Med_Ins
46, (1.18, 1.48, -15.00), (-0.65760, -0.35764, -0.32670, 0.57700), (277.00, 172.00, 130.00), 0.9738333, FracturePlate_1x_LatScrewCut1 (1)
46, (-5.98, -2.43, -15.00), (0.37026, 0.24584, -0.64618, 0.62042), (51.00, 344.00, 260.00), 0.9333847, Lat_Ins
46, (-6.98, 0.08, -15.00), (0.63609, -0.66248, 0.03250, 0.39426), (33.00, 215.00, 283.00), 1.493855, Med_Ins
47, (1.35, -0.50, -15.00), (0.60773, -0.27772, 0.42552, 0.61031), (78.00, 59.00, 119.00), 1.393318, FracturePlate_1x_MedScrewCut1 (1)
47, (6.27, -0.44, -15.00), (-0.25864, 0.90504, 0.23034, 0.24686), (327.00, 157.00, 335.00), 2.557514, Lat_Ins
47, (3.22, 1.25, -15.00), (-0.49471, 0.54820, -0.13937, 0.65978), (330.00, 96.00, 303.00), 1.601914, FracturePlate_1x_LatScrewCut1
48, (-3.25, 1.82, -15.00), (0.22680, -0.18519, -0.70151, 0.64973), (2.00, 326.00, 265.00), 1.003961, FracturePlate_1x_LatScrewCut1 (1)
48, (5.22, 1.10, -15.00), (0.66562, 0.19940, 0.71429, 0.08354), (350.00, 88.00, 157.00), 2.247882, Lat_Ins
49, (0.47, -2.89, -15.00), (-0.16132, -0.28209, -0.66297, -0.67444), (351.00, 37.00, 86.00), 2.405613, FracturePlate_1x_MedScrewCut1 (1)
49, (-5.90, -0.40, -15.00), (-0.32073, 0.47623, -0.51500, -0.63649), (64.00, 321.00, 53.00), 2.578987, FracturePlate_1x_LatScrewCut1 (1)
50, (2.17, -0.30, -15.00), (-0.02673, -0.18798, 0.67647, -0.71157), (17.00, 14.00, 275.00), 2.864285, Med_Ins
50, (-3.82, -0.85, -15.00), (0.00853, -0.80428, 0.54099, -0.24574), (60.00, 126.00, 326.00), 2.072991, FracturePlate_1x_LatScrewCut1 (1)
50, (0.35, 1.26, -15.00), (0.39238, 0.49835, 0.66007, 0.40249), (340.00, 78.00, 101.00), 2.123254, FracturePlate_1x_MedScrewCut1 (1)
51, (3.28, 1.59, -15.00), (-0.49075, -0.81940, 0.10264, 0.27788), (354.00, 214.00, 60.00), 2.259294, FracturePlate_1x_LatScrewCut1 (1)
51, (-1.05, 1.20, -15.00), (-0.00092, 0.51634, 0.41059, -0.75154), (335.00, 301.00, 317.00), 1.309493, Med_Ins
51, (2.62, -0.95, -15.00), (-0.96921, 0.01792, 0.21378, 0.12085), (346.00, 205.00, 179.00), 1.493444, FracturePlate_1x_MedScrewCut1
52, (-1.48, -1.32, -15.00), (-0.35716, 0.63352, 0.05567, 0.68410), (326.00, 94.00, 333.00), 1.324723, Med_Ins
52, (-5.38, 0.24, -15.00), (-0.14731, -0.70650, -0.58932, 0.36313), (290.00, 263.00, 320.00), 2.7725, FracturePlate_1x_LatScrewCut1
53, (1.82, -1.11, -15.00), (-0.39013, -0.83626, -0.17394, 0.34382), (326.00, 212.00, 40.00), 2.213473, FracturePlate_1x_LatScrewCut1 (1)
53, (-4.19, -1.10, -15.00), (-0.48330, -0.34183, -0.34398, 0.72887), (290.00, 331.00, 330.00), 2.063069, Lat_Ins
53, (-2.69, -0.16, -15.00), (0.36266, -0.22592, 0.57385, 0.69866), (50.00, 9.00, 83.00), 2.253099, Med_Ins
53, (-1.79, 0.00, -15.00), (0.76598, -0.39284, -0.00308, 0.50887), (51.00, 220.00, 254.00), 2.8516, FracturePlate_1x_MedScrewCut1 (1)
54, (-3.64, -1.00, -15.00), (0.50252, 0.44504, 0.47216, -0.57138), (276.00, 341.00, 298.00), 1.908269, FracturePlate_1x_LatScrewCut1 (1)
54, (-1.22, 0.83, -15.00), (-0.37664, 0.10606, -0.64423, 0.65716), (339.00, 42.00, 263.00), 1.08574, Lat_Ins
55, (-6.45, -1.42, -15.00), (-0.70428, -0.16907, 0.68503, -0.07837), (20.00, 267.00, 172.00), 2.684544, FracturePlate_1x_LatScrewCut1 (1)
55, (-2.59, 1.32, -15.00), (-0.61295, 0.66580, 0.28206, 0.31850), (310.00, 173.00, 278.00), 1.524633, FracturePlate_1x_MedScrewCut1
56, (-2.16, -2.78, -15.00), (0.73864, 0.44702, -0.47841, -0.16037), (11.00, 240.00, 124.00), 1.770265, FracturePlate_1x_MedScrewCut1
56, (-6.77, 0.24, -15.00), (-0.40515, -0.67478, 0.39859, 0.47080), (9.00, 256.00, 69.00), 0.6484826, FracturePlate_1x_MedScrewCut1 (1)
57, (-5.93, 1.96, -15.00), (0.75087, -0.58031, -0.19782, 0.24555), (8.00, 216.00, 258.00), 2.508266, FracturePlate_1x_MedScrewCut1 (1)
58, (-0.92, 2.48, -15.00), (0.38272, -0.84251, -0.37227, -0.07147), (317.00, 193.00, 306.00), 1.610306, FracturePlate_1x_LatScrewCut1
58, (2.86, -0.94, -15.00), (-0.62739, -0.28340, -0.52275, 0.50279), (292.00, 82.00, 207.00), 2.367233, FracturePlate_1x_MedScrewCut1
58, (3.88, 2.20, -15.00), (0.09172, 0.63477, -0.70451, -0.30384), (57.00, 289.00, 91.00), 2.947789, FracturePlate_1x_MedScrewCut1 (1)
59, (-1.84, 1.86, -15.00), (-0.52017, -0.46995, -0.47631, 0.53075), (271.00, 349.00, 287.00), 2.992199, Lat_Ins
59, (1.75, -0.91, -15.00), (-0.59522, -0.38598, -0.13406, 0.69192), (292.00, 269.00, 47.00), 0.7770928, FracturePlate_1x_LatScrewCut1
59, (-5.51, 1.80, -15.00), (-0.21271, 0.22415, -0.65466, 0.68987), (0.00, 36.00, 273.00), 2.394315, FracturePlate_1x_MedScrewCut1
59, (-2.67, 2.39, -15.00), (0.22663, 0.10225, -0.95496, -0.16197), (7.00, 332.00, 159.00), 1.146362, FracturePlate_1x_LatScrewCut1 (1)
60, (-4.77, -1.92, -15.00), (-0.05351, -0.87590, -0.47652, -0.05351), (304.00, 165.00, 15.00), 0.9704261, FracturePlate_1x_MedScrewCut1
60, (-3.01, 2.63, -15.00), (-0.52690, 0.22584, -0.15607, 0.80437), (309.00, 57.00, 309.00), 1.124753, Lat_Ins
60, (-2.47, 0.19, -15.00), (-0.34170, 0.73258, 0.46356, 0.36288), (292.00, 145.00, 334.00), 1.506728, FracturePlate_1x_MedScrewCut1 (1)
60, (1.63, 0.10, -15.00), (-0.54558, -0.05723, -0.30948, 0.77672), (298.00, 32.00, 297.00), 1.159082, FracturePlate_1x_LatScrewCut1 (1)
60, (2.48, 2.25, -15.00), (-0.50189, -0.48097, -0.63607, -0.33495), (344.00, 88.00, 109.00), 1.920947, FracturePlate_1x_LatScrewCut1
61, (-1.20, -1.40, -15.00), (0.41352, 0.54751, -0.23784, 0.68750), (56.00, 84.00, 13.00), 2.88186, FracturePlate_1x_LatScrewCut1
61, (4.11, -2.29, -15.00), (0.84704, 0.32086, 0.41346, -0.09285), (335.00, 135.00, 149.00), 0.8827975, FracturePlate_1x_LatScrewCut1 (1)
62, (4.32, 0.45, -15.00), (-0.31054, -0.13374, -0.23946, 0.91013), (321.00, 353.00, 333.00), 1.730659, FracturePlate_1x_MedScrewCut1
62, (6.27, -0.77, -15.00), (-0.63971, 0.46166, -0.59013, 0.17142), (19.00, 105.00, 237.00), 0.6516904, FracturePlate_1x_LatScrewCut1
63, (2.53, 2.36, -15.00), (0.36578, -0.68119, 0.47837, 0.41635), (73.00, 228.00, 340.00), 0.9604005, FracturePlate_1x_LatScrewCut1 (1)
63, (-3.49, -0.23, -15.00), (-0.16191, -0.67047, -0.70703, 0.15611), (273.00, 22.00, 184.00), 0.8056896, Lat_Ins
63, (0.12, -1.33, -15.00), (-0.53413, -0.68488, -0.41764, 0.26689), (301.00, 171.00, 81.00), 1.145451, FracturePlate_1x_MedScrewCut1
64, (1.64, -0.40, -15.00), (-0.34993, -0.72029, -0.43323, 0.41357), (294.00, 226.00, 21.00), 1.662019, Med_Ins
65, (-5.61, 1.97, -15.00), (0.82588, -0.20292, -0.15654, 0.50223), (50.00, 226.00, 230.00), 2.137071, Lat_Ins
65, (0.40, -1.26, -15.00), (0.76553, -0.19700, 0.39244, 0.47026), (61.00, 121.00, 172.00), 2.310846, FracturePlate_1x_MedScrewCut1 (1)
65, (4.27, -0.28, -15.00), (-0.64842, 0.57842, 0.29756, 0.39553), (301.00, 172.00, 268.00), 0.6054975, FracturePlate_1x_MedScrewCut1
65, (-5.69, -1.27, -15.00), (-0.07514, -0.53273, 0.77587, 0.32951), (51.00, 312.00, 110.00), 2.609486, FracturePlate_1x_LatScrewCut1 (1)
